"","fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality"
"4478",6.4,0.32,0.26,7.9,0.05,53,180,0.99514,3.14,0.5,9.6,5
"2939",7,0.12,0.29,10.3,0.039,41,98,0.99564,3.19,0.38,9.8,8
"4757",6,0.38,0.26,3.5,0.035,38,111,0.98872,3.18,0.47,13.6,7
"2339",7.2,0.34,0.3,8.4,0.051,40,167,0.99756,3.48,0.62,9.7,5
"4610",6,0.615,0.04,0.8,0.032,8,50,0.99036,3.14,0.4,11,4
"2843",5.9,0.2,0.4,1.3,0.047,23,92,0.99232,3.2,0.45,10,6
"2479",6.3,0.27,0.37,7.9,0.047,58,215,0.99542,3.19,0.48,9.5,6
"2658",6.45,0.14,0.42,1.2,0.05,51,129,0.99116,3.27,0.69,11.1,7
"2524",8.2,0.2,0.38,3.5,0.053,41,174,0.99306,3.22,0.41,11.6,5
"2008",5.6,0.18,0.31,1.5,0.038,16,84,0.9924,3.34,0.58,10.1,6
"1168",7.4,0.23,0.43,1.4,0.044,22,113,0.9938,3.22,0.62,10.6,6
"802",6,0.28,0.49,6.8,0.048,61,222,0.9953,3.19,0.47,9.3,5
"1761",6.4,0.28,0.19,5.4,0.042,67,181,0.99435,3.31,0.35,10.2,6
"3590",6.8,0.19,0.71,17.5,0.042,21,114,0.99784,2.85,0.5,9.5,6
"3228",6.8,0.27,0.37,8.2,0.055,52,192,0.99586,3.11,0.52,9.5,6
"3257",7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2,6
"1780",6.4,0.15,0.36,1.8,0.034,43,150,0.9922,3.42,0.69,11,8
"1783",8.5,0.21,0.26,9.25,0.034,73,142,0.9945,3.05,0.37,11.4,6
"2401",9.2,0.19,0.42,2,0.047,16,104,0.99517,3.09,0.66,10,4
"2670",6.8,0.26,0.4,7.5,0.046,45,179,0.99583,3.2,0.49,9.3,5
"4640",6.9,0.54,0.26,12.7,0.049,59,195,0.99596,3.26,0.54,10.5,6
"4414",5.8,0.3,0.38,4.9,0.039,22,86,0.98963,3.23,0.58,13.1,7
"4076",5.7,0.25,0.26,12.5,0.049,52.5,120,0.99691,3.08,0.45,9.4,6
"2582",6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9,7
"4344",5.8,0.22,0.25,1.5,0.024,21,109,0.99234,3.37,0.58,10.4,6
"3769",6.3,0.24,0.29,13.7,0.035,53,134,0.99567,3.17,0.38,10.6,6
"506",7.8,0.18,0.31,12.2,0.053,46,140,0.998,3.06,0.53,8.9,6
"4861",6,0.52,0.33,7.7,0.046,24,119,0.99224,3.04,0.38,11,6
"4374",6.1,0.26,0.28,1.7,0.043,24,98,0.98918,3.14,0.44,12.5,6
"4685",6,0.24,0.34,1,0.036,52,184,0.99097,3.44,0.44,11.45,6
"4359",6.5,0.23,0.2,7.5,0.05,44,179,0.99504,3.18,0.48,9.53333333333333,5
"722",6,0.3,0.44,1.5,0.046,15,182,0.99455,3.5,0.52,10.4,5
"4232",7.5,0.35,0.37,2.5,0.066,29,89,0.98964,3.14,0.42,12.7,6
"1390",8.1,0.19,0.4,0.9,0.037,73,180,0.9926,3.06,0.34,10,6
"1992",7.6,0.2,0.3,14.2,0.056,53,212.5,0.999,3.14,0.46,8.9,8
"4853",6.2,0.23,0.38,1.6,0.044,12,113,0.99176,3.3,0.73,11.4,5
"4462",7.7,0.28,0.24,2.4,0.044,29,157,0.99312,3.27,0.56,10.6,6
"493",7.8,0.19,0.26,8.9,0.039,42,182,0.996,3.18,0.46,9.9,6
"3334",5.1,0.165,0.22,5.7,0.047,42,146,0.9934,3.18,0.55,9.9,6
"3448",6,0.17,0.29,9.7,0.044,33,98,0.99536,3.12,0.36,9.2,6
"738",6.9,0.38,0.25,9.8,0.04,28,191,0.9971,3.28,0.61,9.2,5
"123",7.4,0.16,0.31,6.85,0.059,31,131,0.9952,3.29,0.34,9.7,5
"3341",6.2,0.3,0.31,1.2,0.048,19,125,0.98999,3.32,0.54,12.6,6
"4428",6.3,0.32,0.26,12.3,0.044,24,205,0.99611,3.11,0.58,9.9,5
"2784",7.1,0.2,0.31,7.4,0.053,32,211,0.99587,3.31,0.59,10.4,6
"1500",6.7,0.51,0.24,2.1,0.043,14,155,0.9904,3.22,0.6,13,6
"3658",5.7,0.15,0.47,11.4,0.035,49,128,0.99456,3.03,0.34,10.5,8
"1568",7.5,0.19,0.49,1.8,0.055,19,110,0.9946,3.33,0.44,9.9,5
"3809",6.9,0.21,0.62,6.3,0.042,7,109,0.99358,2.96,0.59,10.2,6
"3249",6.4,0.25,0.37,4.5,0.039,41,147,0.9921,3.18,0.4,11.1,7
"4311",5.6,0.225,0.24,9.8,0.054,59,140,0.99545,3.17,0.39,10.2,6
"4523",9,0.2,0.33,3.5,0.049,10,40,0.9944,3.14,0.36,9.8,6
"159",5.2,0.44,0.04,1.4,0.036,43,119,0.9894,3.36,0.33,12.1,8
"4558",6.1,0.37,0.46,12,0.042,61,210,0.997,3.17,0.59,9.7,6
"2681",8,0.17,0.29,2.4,0.029,52,119,0.98944,3.03,0.33,12.9,6
"2683",7.6,0.32,0.25,9.5,0.03,15,136,0.99367,3.1,0.44,12.1,6
"2665",6.2,0.21,0.34,6.6,0.03,36,91,0.9914,3.32,0.45,12.5,7
"24",7.6,0.67,0.14,1.5,0.074,25,168,0.9937,3.05,0.51,9.3,5
"3327",6.6,0.17,0.28,1.8,0.042,62,178,0.99204,3.15,0.42,10.2,5
"3282",6.5,0.32,0.3,2.3,0.051,20,127,0.98964,3.13,0.52,12.8,6
"888",6.5,0.3,0.32,2,0.044,34,90,0.99185,3.37,0.68,11,7
"51",7.2,0.19,0.31,1.6,0.062,31,173,0.9917,3.35,0.44,11.7,6
"3133",6.3,0.17,0.32,4.2,0.04,37,117,0.99182,3.24,0.43,11.3,6
"3460",7.6,0.22,0.28,12,0.056,68,143,0.9983,2.99,0.3,9.2,6
"961",7.3,0.24,0.34,15.4,0.05,38,174,0.9983,3.03,0.42,9,6
"2982",8.5,0.23,0.28,11.1,0.033,30,97,0.99507,3.03,0.39,10.5,7
"1021",8.6,0.2,0.42,1.5,0.041,35,125,0.9925,3.11,0.49,11.4,7
"382",7.2,0.28,0.26,12.5,0.046,48,179,0.9975,3.1,0.52,9,6
"4722",6.1,0.32,0.33,10.7,0.036,27,98,0.99521,3.34,0.52,10.2,6
"292",5.9,0.15,0.31,5.8,0.041,53,155,0.9945,3.52,0.46,10.5,6
"1145",7.2,0.25,0.32,1.5,0.047,27,132,0.9933,3.26,0.44,10.5,5
"2684",7.1,0.31,0.17,1,0.042,21,144,0.99304,3.13,0.4,9.6,5
"1455",8.3,0.21,0.49,19.8,0.054,50,231,1.0012,2.99,0.54,9.2,5
"648",7.4,0.105,0.34,12.2,0.05,57,146,0.9973,3.16,0.37,9,6
"4270",7.1,0.46,0.23,13.7,0.045,44,192,0.9981,3.11,0.53,9.4,5
"4808",6,0.17,0.3,7.3,0.039,39,104,0.99252,2.91,0.57,11,6
"1670",7.1,0.31,0.38,1.2,0.036,10,124,0.9924,3.14,0.44,9.9,6
"2966",5.5,0.34,0.26,2.2,0.021,31,119,0.98919,3.55,0.49,13,8
"3652",6.3,0.32,0.17,17.75,0.06,51,190,0.99916,3.13,0.48,8.8,6
"937",6.4,0.43,0.32,1.4,0.048,10,67,0.992,3.08,0.41,11.4,5
"2672",5.9,0.3,0.3,2,0.03,38,142,0.98892,3.41,0.41,12.9,7
"4123",6.2,0.34,0.25,12.1,0.059,33,171,0.99769,3.14,0.56,8.7,6
"3262",6.3,0.32,0.32,1.5,0.03,24,101,0.98923,3.21,0.42,13,5
"2997",6.5,0.35,0.36,0.8,0.034,32,111,0.98942,3.11,0.5,12.1,8
"2711",7.8,0.25,0.34,13.7,0.044,66,184,0.99976,3.22,0.75,8.9,5
"466",6.3,0.21,0.58,10,0.081,34,126,0.9962,2.95,0.46,8.9,5
"3224",8.2,0.3,0.44,12.4,0.043,52,154,0.99452,3.04,0.33,12,6
"2948",5.1,0.29,0.28,8.3,0.026,27,107,0.99308,3.36,0.37,11,6
"363",6.8,0.15,0.3,5.3,0.05,40,127,0.9942,3.4,0.39,9.7,6
"1418",8.6,0.55,0.35,15.55,0.057,35.5,366.5,1.0001,3.04,0.63,11,3
"448",6.5,0.41,0.24,14,0.048,24,113,0.9982,3.44,0.53,9.8,6
"2634",7.2,0.24,0.27,11.4,0.034,40,174,0.99773,3.2,0.44,9,5
"2585",6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9,7
"3098",6.6,0.78,0.5,1.5,0.045,30,133,0.99104,3.25,0.48,11.7,5
"2467",7.5,0.27,0.79,11.95,0.04,51,159,0.99839,2.98,0.44,8.7,5
"598",7,0.29,0.37,4.9,0.034,26,127,0.9928,3.17,0.44,10.8,6
"3742",7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,7
"3225",5.7,0.15,0.28,3.7,0.045,57,151,0.9913,3.22,0.27,11.2,6
"2797",6.5,0.37,0.3,2.2,0.033,39,107,0.98894,3.22,0.53,13.5,7
"132",6.5,0.24,0.32,7.6,0.038,48,203,0.9958,3.45,0.54,9.7,7
"3761",7.8,0.2,0.32,5,0.016,31,101,0.99186,2.99,0.39,11,6
"4077",7.4,0.37,0.26,9.6,0.05,33,134,0.99608,3.13,0.46,10.4,5
"4493",6,0.19,0.37,9.7,0.032,17,50,0.9932,3.08,0.66,12,6
"4463",7.1,0.42,0.2,2.8,0.038,28,109,0.98968,3.23,0.47,13.4,6
"2404",8.8,0.33,0.36,2.1,0.034,19,125,0.99166,2.96,0.98,12.7,6
"713",8.2,0.27,0.43,1.6,0.035,31,128,0.9916,3.1,0.5,12.3,6
"414",7.2,0.19,0.39,1.2,0.036,32,85,0.9918,3.16,0.5,10.5,5
"4755",6.4,0.19,0.35,10.2,0.043,40,106,0.99632,3.16,0.5,9.7,6
"2097",6.8,0.32,0.34,6,0.05,5,129,0.9953,3.19,0.4,9.1,5
"10",8.1,0.22,0.43,1.5,0.044,28,129,0.9938,3.22,0.45,11,6
"4214",6.5,0.38,0.53,1.4,0.142,5,69,0.9926,3.14,0.52,10.1,4
"424",7,0.21,0.28,8.6,0.045,37,221,0.9954,3.25,0.54,10.4,6
"4635",5.8,0.29,0.38,10.7,0.038,49,136,0.99366,3.11,0.59,11.2,6
"2808",7.5,0.18,0.72,9.6,0.039,53,151,0.99802,3.03,0.46,8.9,5
"4472",6.2,0.2,0.28,1.1,0.039,24,78,0.9899,3.36,0.47,12.1,6
"4138",7.4,0.31,0.26,8.6,0.048,47,206,0.9964,3.26,0.36,9.1,5
"2473",8.8,0.24,0.23,10.3,0.032,12,97,0.99571,3.13,0.4,10.7,6
"2979",6.6,0.23,0.2,11.4,0.044,45,131,0.99604,2.96,0.51,9.7,6
"3729",6.2,0.2,0.33,5.4,0.028,21,75,0.99012,3.36,0.41,13.5,7
"2319",7.5,0.26,0.59,11.8,0.046,58,164,0.99814,3.17,0.46,8.9,4
"1194",7.3,0.22,0.4,14.75,0.042,44.5,129.5,0.9998,3.36,0.41,9.1,7
"727",6.4,0.24,0.31,2.8,0.038,41,114,0.99155,3.37,0.66,11.7,7
"47",6.2,0.45,0.26,4.4,0.063,63,206,0.994,3.27,0.52,9.8,4
"1654",7.9,0.33,0.28,31.6,0.053,35,176,1.0103,3.15,0.38,8.8,6
"2320",6.6,0.4,0.32,1.7,0.035,39,84,0.99096,3.59,0.48,12.7,7
"3078",6.2,0.25,0.38,7.9,0.045,54,208,0.99572,3.17,0.46,9.1,5
"3443",5.9,0.27,0.27,5,0.035,14,97,0.99058,3.1,0.33,11.8,7
"2654",6.4,0.28,0.27,11,0.042,45,148,0.99786,3.14,0.46,8.7,5
"1022",8.6,0.2,0.42,1.5,0.041,35,125,0.9925,3.11,0.49,11.4,7
"4730",6.8,0.32,0.43,1.6,0.05,4,65,0.99346,3.27,0.47,10.7,5
"541",6.7,0.31,0.31,9.9,0.04,10,175,0.9953,3.46,0.55,11.4,4
"3180",8.5,0.2,0.4,1.1,0.046,31,106,0.99194,3,0.35,10.5,4
"819",6.2,0.3,0.17,2.8,0.04,24,125,0.9939,3.01,0.46,9,5
"1801",7.6,0.3,0.22,10.2,0.049,57,191,0.9966,3.08,0.4,9.3,6
"2176",7.4,0.19,0.3,12.8,0.053,48.5,212,0.9986,3.14,0.49,9.1,7
"3779",6.3,0.15,0.3,1.4,0.022,38,100,0.99099,3.42,0.57,11.4,7
"3515",7.7,0.38,0.23,10.8,0.03,28,95,0.99164,2.93,0.41,13.6,6
"4316",6.7,0.41,0.24,5.4,0.035,33,115,0.9901,3.12,0.44,12.8933333333333,7
"4567",8.6,0.36,0.26,11.1,0.03,43.5,171,0.9948,3.03,0.49,12,5
"2998",6.9,0.25,0.33,1.2,0.035,35,158,0.99082,3.02,0.58,11.3,6
"2441",6.8,0.46,0.26,6.3,0.147,49,159,0.99434,3.14,0.47,10,5
"622",6.5,0.26,0.43,8.9,0.083,50,171,0.9965,2.85,0.5,9,5
"984",5.7,0.36,0.34,4.2,0.026,21,77,0.9907,3.41,0.45,11.9,6
"4599",6.5,0.36,0.31,13.55,0.053,20,113,0.99544,3.2,0.56,11,6
"729",6.4,0.16,0.31,5.3,0.043,42,157,0.99455,3.35,0.47,10.5,5
"44",6.6,0.24,0.27,1.4,0.057,33,152,0.9934,3.22,0.56,9.5,6
"576",8.2,0.22,0.3,1.8,0.047,47,185,0.9933,3.13,0.5,10.2,6
"2089",8.7,0.15,0.3,1.6,0.046,29,130,0.9942,3.22,0.38,9.8,6
"488",6.6,0.34,0.28,1.3,0.035,32,90,0.9916,3.1,0.42,10.7,6
"644",6.4,0.24,0.28,11.5,0.05,34,163,0.9969,3.31,0.45,9.5,5
"4191",7,0.22,0.3,1.4,0.04,14,63,0.98985,3.2,0.33,12,6
"4766",5.2,0.3,0.34,1.5,0.038,18,96,0.98942,3.56,0.48,13,8
"4556",6.8,0.45,0.3,11.8,0.094,23,97,0.997,3.09,0.44,9.6,5
"1218",8,0.61,0.38,12.1,0.301,24,220,0.9993,2.94,0.48,9.2,5
"2726",6.9,0.23,0.32,16.4,0.045,62,153,0.9972,3.22,0.42,10.5,5
"779",6.9,0.22,0.37,15,0.053,59,178,0.9992,3.37,0.82,9.5,7
"2240",6.9,0.44,0.42,8.5,0.048,10,147,0.9974,3.32,0.46,9.5,6
"1671",7.8,0.24,0.18,6.7,0.046,33,160,0.9963,3.2,0.56,9.8,6
"1574",7.8,0.26,0.49,3.1,0.045,21,116,0.9931,3.16,0.35,10.3,5
"3044",7.2,0.21,1,1.1,0.154,46,114,0.9931,2.95,0.43,9.2,6
"376",5.1,0.33,0.22,1.6,0.027,18,89,0.9893,3.51,0.38,12.5,7
"4059",6.9,0.19,0.35,13.5,0.038,49,118,0.99546,3,0.63,10.7,6
"525",5.6,0.35,0.37,1,0.038,6,72,0.9902,3.37,0.34,11.4,5
"1297",7.5,0.38,0.33,5,0.045,30,131,0.9942,3.32,0.44,10.9,6
"2068",7.6,0.29,0.29,4.4,0.051,26,146,0.9939,3.16,0.39,10.2,5
"3089",6.3,0.37,0.37,1.5,0.024,12,76,0.98876,2.94,0.39,12.3,6
"3182",8.3,0.16,0.37,7.9,0.025,38,107,0.99306,2.93,0.37,11.9,6
"2337",6.8,0.26,0.22,4.8,0.041,110,198,0.99437,3.29,0.67,10.6,5
"683",5.9,0.25,0.25,11.3,0.052,30,165,0.997,3.24,0.44,9.5,6
"3778",6.5,0.33,0.28,6.1,0.018,41,103,0.99122,3.24,0.32,12.2,6
"1929",7,0.27,0.32,6.8,0.047,47,193,0.9938,3.23,0.39,11.4,6
"3358",6,0.22,0.33,12.2,0.033,25,97,0.99356,3.17,0.42,11.3,7
"2232",6.9,0.25,0.35,9.2,0.034,42,150,0.9947,3.21,0.36,11.5,6
"298",7.2,0.19,0.46,3.8,0.041,82,187,0.9932,3.19,0.6,11.2,7
"1299",7.3,0.34,0.39,5.2,0.04,45,163,0.9925,3.3,0.47,12.4,6
"95",7.5,0.17,0.32,1.7,0.04,51,148,0.9916,3.21,0.44,11.5,7
"813",6.4,0.35,0.28,1.1,0.055,9,160,0.99405,3.42,0.5,9.1,7
"938",6.1,0.36,0.58,15,0.044,42,115,0.9978,3.15,0.51,9,5
"2437",6.9,0.43,0.28,9.4,0.056,29,183,0.99594,3.17,0.43,9.4,5
"1995",7,0.28,0.33,14.6,0.043,47,168,0.9994,3.34,0.67,8.8,6
"2612",6.5,0.3,0.39,7.8,0.038,61,219,0.9959,3.19,0.5,9.4,5
"4832",5.8,0.38,0.26,1.1,0.058,20,140,0.99271,3.27,0.43,9.7,6
"1061",8,0.26,0.36,2,0.054,30,121,0.992,3.09,0.72,11.6,7
"3309",6.4,0.35,0.28,12.6,0.039,19,124,0.99539,3.2,0.43,10.6,6
"59",6.6,0.38,0.15,4.6,0.044,25,78,0.9931,3.11,0.38,10.2,6
"3893",6,0.21,0.3,8.7,0.036,47,127,0.99368,3.18,0.39,10.6,5
"4630",5.6,0.24,0.34,2,0.041,14,73,0.98981,3.04,0.45,11.6,7
"3259",7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2,6
"4382",6.4,0.3,0.27,5,0.058,27,151,0.99198,3.22,0.49,12.2,6
"3659",5.8,0.275,0.3,5.4,0.043,41,149,0.9926,3.33,0.42,10.8,7
"1338",6.7,0.18,0.3,6.4,0.048,40,251,0.9956,3.29,0.52,10,5
"1056",8.6,0.26,0.41,2.2,0.049,29,111,0.9941,2.96,0.44,10,5
"4406",5.9,0.29,0.16,7.9,0.044,48,197,0.99512,3.21,0.36,9.4,5
"2893",6.7,0.42,0.46,9.7,0.054,67,234,0.99848,3.23,0.5,9,5
"1963",8.2,0.21,0.48,1.4,0.041,11,99,0.9958,3.17,0.57,9.9,5
"2179",7.6,0.32,0.58,16.75,0.05,43,163,0.9999,3.15,0.54,9.2,5
"2625",6.15,0.21,0.37,3.2,0.021,20,80,0.99076,3.39,0.47,12,5
"1053",7.6,0.29,0.42,1.3,0.035,18,86,0.9908,2.99,0.39,11.3,5
"3816",6.3,0.43,0.32,8.8,0.042,18,106,0.99172,3.28,0.33,12.9,7
"2303",6,0.26,0.18,7,0.055,50,194,0.99591,3.21,0.43,9,5
"3319",6.6,0.16,0.35,1.8,0.042,26,105,0.98962,3.19,0.75,12.4,7
"386",5.1,0.33,0.22,1.6,0.027,18,89,0.9893,3.51,0.38,12.5,7
"353",5.5,0.335,0.3,2.5,0.071,27,128,0.9924,3.14,0.51,9.6,6
"940",7.7,0.24,0.29,15.3,0.044,39,194,0.9982,3.06,0.47,9.6,7
"1776",7.7,0.49,1,19.6,0.03,28,135,0.9973,3.24,0.4,12,6
"1309",9.2,0.15,0.68,1.6,0.046,22,130,0.9948,3.02,0.45,10.4,6
"2599",7.8,0.28,0.31,2.1,0.046,28,208,0.99434,3.23,0.64,9.8,5
"346",7.1,0.145,0.33,4.6,0.05,33,131,0.9942,3.28,0.4,9.6,6
"2704",6.5,0.23,0.36,16.3,0.038,43,133,0.99924,3.26,0.41,8.8,5
"2191",7.6,0.27,0.42,2.6,0.044,29,110,0.9912,3.31,0.51,12.7,6
"4612",5.9,0.42,0.36,2.4,0.034,19,77,0.99184,3.25,0.48,10.9,5
"2328",7,0.35,0.17,1.1,0.049,7,119,0.99297,3.13,0.36,9.7,6
"2118",7.7,0.26,0.32,1.2,0.04,26,117,0.993,3.21,0.56,10.8,5
"3400",5.6,0.32,0.33,7.4,0.037,25,95,0.99268,3.25,0.49,11.1,6
"2596",8.2,0.52,0.34,1.2,0.042,18,167,0.99366,3.24,0.39,10.6,5
"2635",8.7,0.31,0.73,14.35,0.044,27,191,1.00013,2.96,0.88,8.7,5
"1357",7.3,0.22,0.41,15.4,0.05,55,191,1,3.32,0.59,8.9,6
"3542",8.1,0.26,0.27,4.3,0.03,43,123,0.99212,3.16,0.33,11.2,6
"4080",5.4,0.265,0.28,7.8,0.052,27,91,0.99432,3.19,0.38,10.4,6
"4146",6.8,0.26,0.29,11.9,0.052,54,160,0.99546,3.03,0.58,10.4,6
"3414",6.7,0.21,0.48,14.8,0.05,31,195,0.99942,2.95,0.75,8.8,6
"4081",5.7,0.25,0.27,10.8,0.05,58,116,0.99592,3.1,0.5,9.8,6
"2883",7,0.24,0.3,6.7,0.039,37,125,0.99436,3.2,0.39,9.9,5
"4818",5.8,0.385,0.25,3.7,0.031,38,122,0.99128,3.2,0.63,11.2,6
"3253",7.1,0.26,0.37,5.5,0.025,31,105,0.99082,3.06,0.33,12.6,8
"4805",6,0.35,0.46,0.9,0.033,9,65,0.98934,3.24,0.35,12.1,4
"4039",6.4,0.29,0.57,1,0.06,15,120,0.9924,3.06,0.41,9.5,5
"3246",7.6,0.27,0.29,2.5,0.059,37,115,0.99328,3.09,0.37,9.8,5
"156",7.4,0.24,0.42,14,0.066,48,198,0.9979,2.89,0.42,8.9,6
"2113",6.5,0.22,0.25,17.1,0.05,44,138,1.0001,3.3,0.37,8.8,5
"2577",6.5,0.27,0.4,10,0.039,74,227,0.99582,3.18,0.5,9.4,5
"730",6,0.33,0.27,0.8,0.185,12,188,0.9924,3.12,0.62,9.4,5
"4228",5.2,0.2,0.27,3.2,0.047,16,93,0.99235,3.44,0.53,10.1,7
"1395",5.6,0.49,0.13,4.5,0.039,17,116,0.9907,3.42,0.9,13.7,7
"2122",7.7,0.39,0.28,4.9,0.035,36,109,0.9918,3.19,0.58,12.2,7
"1935",6.8,0.28,0.36,1.6,0.04,25,87,0.9924,3.23,0.66,10.3,6
"1662",6.7,0.26,0.49,8.3,0.047,54,191,0.9954,3.23,0.4,10.3,6
"4867",5.7,0.41,0.21,1.9,0.048,30,112,0.99138,3.29,0.55,11.2,6
"4882",5,0.235,0.27,11.75,0.03,34,118,0.9954,3.07,0.5,9.4,6
"3353",6.7,0.36,0.28,8.3,0.034,29,81,0.99151,2.96,0.39,12.5,6
"769",6.7,0.11,0.34,8.8,0.043,41,113,0.9962,3.42,0.4,9.3,7
"3476",6.2,0.36,0.45,10.4,0.06,22,184,0.99711,3.31,0.56,9.8,6
"2588",5.1,0.14,0.25,0.7,0.039,15,89,0.9919,3.22,0.43,9.2,6
"1749",8,0.27,0.24,1.2,0.044,20,102,0.9929,3.28,0.42,10.9,5
"2001",6.8,0.31,0.09,1.4,0.04,56,145,0.9922,3.19,0.46,10,5
"2580",6.4,0.28,0.56,1.7,0.156,49,106,0.99354,3.1,0.37,9.2,6
"2262",6.5,0.36,0.31,4.1,0.061,20,134,0.99475,3.18,0.45,9,6
"4639",6.5,0.51,0.25,1.7,0.048,39,177,0.99212,3.28,0.57,10.6,5
"3540",7.2,0.27,0.31,1.2,0.031,27,80,0.98892,3.03,0.33,12.7,6
"1304",8.2,0.2,0.36,8.1,0.035,60,163,0.9952,3.05,0.3,10.3,6
"3272",6.5,0.32,0.34,5.7,0.044,27,91,0.99184,3.28,0.6,12,7
"4580",6,0.2,0.26,14.7,0.045,53,125,0.998365,2.99,0.69,9.4,6
"4606",6.5,0.29,0.32,3,0.036,38,93,0.9906,3.16,0.59,12,6
"187",6.7,0.24,0.41,9.4,0.04,49,166,0.9954,3.12,0.61,9.9,6
"38",7,0.33,0.32,1.2,0.053,38,138,0.9906,3.13,0.28,11.2,6
"3328",5.8,0.17,0.36,1.3,0.036,11,70,0.99202,3.43,0.68,10.4,7
"3990",6.8,0.11,0.27,8.6,0.044,45,104,0.99454,3.2,0.37,9.9,6
"1230",8.3,0.33,0.42,1.15,0.033,18,96,0.9911,3.2,0.32,12.4,3
"4409",5.7,0.29,0.16,7.9,0.044,48,197,0.99512,3.21,0.36,9.4,5
"551",7,0.3,0.51,13.6,0.05,40,168,0.9976,3.07,0.52,9.6,7
"4627",6.3,0.3,0.91,8.2,0.034,50,199,0.99394,3.39,0.49,11.7,6
"3247",6.8,0.22,0.41,6.7,0.034,39,116,0.99245,3.18,0.46,11.5,6
"1751",7.4,0.18,0.3,10.4,0.045,44,174,0.9966,3.11,0.57,9.7,6
"4839",5.3,0.275,0.24,7.4,0.038,28,114,0.99313,3.38,0.51,11,6
"4633",6.3,0.3,0.91,8.2,0.034,50,199,0.99394,3.39,0.49,11.7,6
"4433",6.7,0.24,0.26,5.4,0.03,15,94,0.99045,3.15,0.38,12.7,6
"2980",6.7,0.36,0.26,7.9,0.034,39,123,0.99119,2.99,0.3,12.2,7
"4583",6.3,0.37,0.51,6.3,0.048,35,146,0.9943,3.1,1.01,10.5,6
"3805",8.1,0.2,0.3,1.3,0.036,7,49,0.99242,2.99,0.73,10.3,5
"4277",5.2,0.31,0.2,2.4,0.027,27,117,0.98886,3.56,0.45,13,7
"2562",6.9,0.28,0.22,10,0.052,36,131,0.99696,3.08,0.46,9.6,5
"3017",7,0.13,0.37,12.85,0.042,36,105,0.99581,3.05,0.55,10.7,6
"1871",6.3,0.19,0.21,1.8,0.049,35,163,0.9924,3.31,0.5,10.3,6
"1084",7.4,0.2,0.37,16.95,0.048,43,190,0.9995,3.03,0.42,9.2,6
"1672",7,0.35,0.3,6.5,0.028,27,87,0.9936,3.4,0.42,11.4,7
"1980",7.5,0.38,0.5,12.8,0.042,57,184,0.9984,3.09,0.46,9,6
"4256",6,0.33,0.26,5.1,0.051,16,119,0.99416,3.15,0.41,9.2,5
"4750",6.2,0.35,0.25,18.4,0.051,28,182,0.99946,3.13,0.62,9.3,6
"2166",7,0.35,0.31,1.8,0.069,15,162,0.9944,3.18,0.47,9.4,5
"461",7.1,0.21,0.27,8.6,0.056,26,111,0.9956,2.95,0.52,9.5,5
"199",7.1,0.32,0.24,13.1,0.05,52,204,0.998,3.1,0.49,8.8,5
"1712",7,0.2,0.3,6.1,0.037,31,120,0.9939,3.24,0.51,10.8,5
"2462",8.2,0.26,0.33,2.6,0.053,11,71,0.99402,2.89,0.49,9.5,5
"3335",6.6,0.425,0.25,2.35,0.034,23,87,0.99082,3.05,0.41,11.4,6
"2458",8.1,0.33,0.36,7.4,0.037,36,156,0.99592,3.19,0.54,10.6,6
"1246",8,0.66,0.72,17.55,0.042,62,233,0.9999,2.92,0.68,9.4,4
"4687",6.8,0.63,0.04,1.3,0.058,25,133,0.99271,3.17,0.39,10.2,4
"1001",8,0.19,0.36,1.8,0.05,16,84,0.9936,3.15,0.45,9.8,7
"851",6.9,0.19,0.35,1.7,0.036,33,101,0.99315,3.21,0.54,10.8,7
"1965",6.8,0.31,0.42,6.9,0.046,50,173,0.9958,3.19,0.46,9,5
"707",6.2,0.31,0.21,6.3,0.041,50,218,0.9941,3.15,0.6,10,5
"1800",6.4,0.26,0.21,7.1,0.04,35,162,0.9956,3.39,0.58,9.9,6
"3207",6.6,0.29,0.39,6.75,0.031,22,98,0.9913,3.15,0.8,12.9,7
"3565",6.6,0.64,0.28,4.4,0.032,19,78,0.99036,3.11,0.62,12.9,6
"898",7,0.29,0.26,1.6,0.044,12,87,0.9923,3.08,0.46,10.5,6
"731",6.5,0.23,0.33,13.8,0.042,25,139,0.99695,3.35,0.56,10.4,6
"2972",7.3,0.26,0.24,1.7,0.05,10,112,0.99286,3.11,0.43,9.9,5
"2923",6.5,0.44,0.47,5.45,0.014,44,137,0.98984,3.13,0.32,13,8
"3617",7.7,0.32,0.61,11.8,0.041,66,188,0.99794,3,0.54,9.3,5
"4294",7.2,0.21,0.36,15.7,0.045,68,183,0.99922,3.25,0.76,9.4,5
"2313",9.4,0.28,0.3,1.6,0.045,36,139,0.99534,3.11,0.49,9.3,5
"2753",7.1,0.43,0.3,6.6,0.025,15,138,0.99126,3.18,0.46,12.6,6
